# RAJ2000            DEJ2000            z                   
  195.48264888888886 29.323511111111106 0.023790000000000002
  193.7912769444444  26.00520111111111  0.025480000000000003
  193.19541888888887 26.342686111111107 0.021840000000000002
  193.32335611111108 26.339288888888884 0.02312             
  193.13914888888885 26.47008194444444  0.023890000000000005
  193.23472194444443 26.59488611111111  0.024300000000000002
  193.24318888888885 26.400578888888884 0.01981             
  193.26314499999998 26.476548888888885 0.025660000000000002
  193.37121111111108 26.494158888888887 0.020840000000000004
  193.41371999999998 26.475758888888887 0.020790000000000003
  193.54116805555552 26.43511694444444  0.021440000000000004
  193.90279388888885 26.564338055555552 0.021090000000000005
  191.74763694444442 26.82925           0.023420000000000003
  193.04931999999997 26.874813055555553 0.020560000000000002
  193.08436388888887 26.81015611111111  0.020470000000000002
  193.83514111111108 26.799848055555554 0.022790000000000005
  194.08537888888887 26.70402194444444  0.021970000000000003
  194.22396388888887 26.639638888888886 0.022980000000000004
  191.8981561111111  26.88231611111111  0.022860000000000002
  192.56442305555552 27.060299999999998 0.022250000000000002
  193.200315         27.07037805555555  0.026340000000000002
  193.28153499999996 27.038149999999998 0.025470000000000003
  193.973325         27.02190111111111  0.019870000000000002
  194.12136305555552 26.95698194444444  0.023520000000000003
  194.16093611111108 26.876076944444442 0.02329             
  194.17511499999998 27.060989999999997 0.025010000000000004
  194.20691388888886 27.093896111111107 0.023150000000000004
  194.28816611111108 27.029463888888884 0.022860000000000002
  194.33954388888887 27.022976111111106 0.026750000000000003
  194.55415888888885 26.949493888888885 0.022460000000000004
  194.55487888888885 27.020478055555554 0.026730000000000004
  194.56490805555552 27.087193055555552 0.025790000000000004
  194.58449499999998 26.920629999999996 0.023090000000000003
  192.2868211111111  27.368746944444442 0.022050000000000004
  192.95999388888887 27.36083611111111  0.021550000000000003
  193.03024694444443 27.299754999999998 0.020600000000000004
  193.9220761111111  27.250763055555552 0.023660000000000004
  194.00591388888887 27.289781111111107 0.025450000000000004
  194.15326388888886 27.21331805555555  0.025300000000000003
  194.1975311111111  27.292258055555553 0.026160000000000003
  194.30725499999997 27.224508055555553 0.023390000000000005
  192.75327999999996 27.47568805555555  0.022660000000000003
  192.76864888888886 27.439271111111108 0.024990000000000005
  192.81379499999997 27.56240805555555  0.026460000000000004
  192.86497305555554 27.53515694444444  0.019020000000000002
  193.06741999999997 27.533158888888885 0.018430000000000002
  193.19838111111108 27.46842694444444  0.025080000000000005
  193.20378305555553 27.401831111111107 0.025780000000000004
  193.44425388888885 27.38585305555555  0.027660000000000004
  193.8623419444444  27.422524999999997 0.023980000000000005
  193.8955911111111  27.404369999999997 0.022410000000000003
  194.15108694444442 27.577723055555552 0.023560000000000005
  194.170585         27.447763888888886 0.024470000000000002
  194.23517694444442 27.59068305555555  0.025200000000000004
  194.36535888888886 27.537089999999996 0.026480000000000004
  194.43013305555553 27.57760694444444  0.024130000000000002
  194.52394305555552 27.382714999999997 0.024660000000000005
  191.54426499999997 27.820588888888885 0.022750000000000003
  193.12354805555552 27.80299305555555  0.024260000000000004
  193.41208305555554 27.744261944444442 0.025880000000000004
